,Rating,Title,Review,Review_Date
2856,3,Avarage performance,Avarage performance iam not satisfy,25 April 2022
2857,5,All good,Good 😊👍,14 May 2022
2858,4,One of the great with cheapest rate,Dislike the Battery backup of the phone of 4500But phone camera quality too love it colour was great to use,13 September 2022
2859,5,Classy phone,A good phone with classy looks. You get what you pay for. The camera could be a little better. Otherwise its all perfect.,13 April 2022
2860,5,"Amazing quality phone,must purchase",,13 May 2022
2861,5,"Awesome mobile, priceworthy",Camera is good. Sound quality is also good.,04 May 2022
2862,5,Good,Good,15 May 2022
2863,5,Overall excellent device and lower price,,17 May 2022
2864,5,Great design,Loved the phone. Looks like a very expensive phone,04 May 2022
2865,5,Speachless with__Superfast charging,Pros : 1. Indisplay fingerprint sensor.  2.100% charging in just 30 min  3. Stylish design  4. Decent camera quality  5. Oxygen OS layerCons: 1. Phone is getting little heat on continues useage.  2. No water proof IPX rating,02 March 2022
2866,5,Most affordable product in 22000,Fingerprint reader is very smoothly,09 May 2022
2867,5,Very good HASMUKHBHAI one plus Nord ce2 5G,Very good battery,11 May 2022
2868,5,Excellent,Super,15 May 2022
2869,5,Nice,Excellent,15 May 2022
2870,5,Very nice and working fine. awesome phone,,13 May 2022
2871,3,Not worthy pricing is very high than other brands but the efficiency is same like brand,"This is only brand nothing else. Not worthy, pricing is very high than other brands but the efficiency is same like generic brand.Camera quality not good and battery backup is only 8 hour.",10 March 2022
2872,5,Awesome phone.one plus name is enough.Thanks to Amazon that makes my dream come true.,,14 May 2022
2873,3,Looks better mobile under 25k .... Charge is very fast and battery drains quickly,I like cameraVery fast chargeFingerprint sensor not much effectiveBattery drains quickly,12 April 2022
2874,5,Good,Good,18 May 2022
2875,3,Better than,Dear sir One pluscamera quality is not good,20 April 2022
2876,5,Good,Sexy mobile,12 May 2022
2877,5,Good,Good,17 May 2022
2878,4,😍😍 very excellent phone 😍😍,Very good mobile camera quality is excellent but battery backup in some dispoint I observ some heating problemBut phone is excellent 👌 I love this phone I like it 😍😍😍,11 September 2022
2879,5,Good,Good,17 May 2022
2880,3,Good quality,Good quality,25 April 2022
2881,5,Very nice products,One plus,12 May 2022
2882,3,Battery drainage rate too high bro.  Not compatible for PUB G,"I bought this phone all things were good, whosoever plan to purchase this please don't forget to add a power bank in your cart. because you need this also.. (overall not bad for workholic guys 🙃)",26 February 2022
2883,5,Yes,Yes,01 May 2022
2884,5,Nice Phone,Nice Phone,12 May 2022
2885,5,Great phone ... Perfect for an avg. consumer and good for gaming n stuff.,#Great screen#Awesome performance#Good Camera#Good built quality,03 May 2022
2886,1,Camara is not good,"And everything is finAnd everything is fine but the camera for which I took this phone was not right 64 mega pixels but on zooming the picture is bursting, I am not happy e but the camera for which I took this phone was not right 64 mega pixels but on zooming the picture is bursting, I am not happy",12 September 2022
2887,5,Super,Good,17 May 2022
2888,5,Fantastic,Fantastic mobile I have seen at present perfect mobile for photo lovers,28 April 2022
2889,5,Value for money,,11 May 2022
2890,5,Best in that price,Excellent,20 May 2022
2891,3,i m disappointed.,"No FM, no remote senser, no scanner. Voice volume is no good.Although camera quality is so good. But i m totally disappointed.",01 April 2022
2892,5,Everything was 👍😊 good.,,11 May 2022
2893,5,Beautiful look !!,Awesome phone,12 May 2022
2894,3,Wifi calling not working in this device,,26 April 2022
2895,3,Average Smartphone 😑,Display Quality📱 7/10Battery 🔋 8/10Camera 📸 7/10Sound 🔊 6/10Charging Speed 9/10Processor Speed 🏎️ 8/10For Gaming Purpose 🎮 7/10Overall Average In This PriceBut i am not satisfied 😑,27 February 2022
2896,5,No worries,,11 May 2022
2897,5,Amazing purchase,"Liked weight of the phone ,build , display , performance and ui experience. Very fast and amazing battery back up. Finger print scanner and face unlocking works brilliantly. Nothing to complain about the device and excellent one day delivery from amazon.",08 March 2022
2898,4,Water resistant,"I think everyone has pointed out pros and cons of the features . But i would like to point that it has excellent water resistant capability. The phone got completely drenched due to rain , and still worked excellent after just wiping it.",07 September 2022
2899,5,"Very good phone , go for it","Very good phone, no hang problem, no heat problem, I am running this with full load, submitting this review after  1 week.",11 April 2022
2900,5,Perfect for new couple,Dhd,13 May 2022
2901,5,Best phone in 23-25k price segment,Lightweighted phoneClear UIGood cameraOverall perfect phone,02 May 2022
2902,5,Best mobile ever in this range.super,Very good mobile.. amazing features amazing touch screen experience.good camera..bettry and sound superb..i m very happy to buy one plus nord ce 2 5g..thanku Amazon for super fast delivery..,26 March 2022
2903,5,Osm,,11 May 2022
2904,5,BEST PHONE,GOOD VALUE. BEST EVER PHONE.,07 May 2022
2905,5,Overall it's so nice,It's almost 1 month of using this mobile. Its working good and nice product.You can go for it.Thank you amazon.,12 April 2022
2906,3,Looking nice phone,This mobile phone all features is fabulous. But mobile battery backup some problem,12 April 2022
2907,3,There is a heating problem sometime there is heat yo a some extent like like fire,There is a heating problem sometime there is heat yo a some extent like like fire,06 April 2022
2908,5,Bahut achcha phone hai,,10 May 2022
2909,5,Battery life,Battery life is so good. Super vooc charger is amazing. Best phone fit into the budget.,21 April 2022
2910,5,Middle Class 1plus brand flag ship mobile,CameraBatteryDesign1plus brand,06 May 2022
2911,5,Awesome,No words,10 May 2022
2912,5,Good phone,Camera quality & battery backup are good.Very smooth touch.,30 April 2022
2913,2,It is worst mobile i have ever seen,->it has fingerprint problem.->it has touch issuess.->this mobile drains battery very speed.,25 July 2022
2914,5,Great performance,Love this phone. It's worth every Paisa spent on it.,30 April 2022
2915,3,No satisfied,Camera not good,24 April 2022
2916,5,Good for daily usage,Not for gaming,08 May 2022
2917,3,Average mobile,"Battery backup not good, at the time of charging mobile heating issue, The mobile gets hot after using it for a long time.",23 March 2022
2918,3,Value of money,Quick ball option not available...,22 April 2022
2919,1,Phone HANGING issue in first 2 days itself,"The media could not be loaded.
                



 One Plus Nord CE 2 5GReceived on 13th Sep 2022First day itself it started hanging while installing Apps on the new phone.Tried opening Play store, whatsapp, YouTube, hanged for couple of minutes, not opening, finally crashed the appRequested for Replacement of phone as its still 2 days, Amazon is sending to review as there is NO direct replacement for Mobiles. Waiting for technician to fix or else hoping they replace the phone as it is manufacturing defect... observed on first day itself.Thanks",15 September 2022
2920,3,Overall is good except battery backup.,Battery backup performance disappointed ☹️ me. Not very good.,14 April 2022
2921,5,Average,fine,15 May 2022
2922,3,"Don't buy it ..I used it one , camera is average in one word wrost product in this price range","Battery very bad ,pH slowed down , refresh rate is average,very bad phone in this price .total waste of money.",26 March 2022
2923,5,Best phone,The phone is amazing. It has no problems at all,02 May 2022
2924,5,Best Buy,Over all everything is good,05 May 2022
2925,5,Best phone,Phone working is very smooth fast work,03 May 2022
2926,5,Great mid range phone from OnePlus,Great phone at this price range from a flagship brand oneplus.. Oxygen OS is still fabulous and recently OnePlus announced of not merging it with Color OS so no issue regarding it...Overall great phone.only cons is no stereo speakers but now a days most user using headphone so ignorable..,01 March 2022
2927,5,Amazing phone,Nice,11 May 2022
2928,5,Over all very good redmi lite 11ne,Good,14 May 2022
2929,5,Premium phone under 25K,"I brought this phone for my friend, I am also using ONEPLUS phone from last three years. Here I like software of OP. clean OS and lots of optimisation options. Good Phone.",21 March 2022
2930,5,No one can beat oneplus brand,Osm camera quality bt need to work on battery backup,26 April 2022
2931,3,"Battery draining so fast without using that much, not satisfied with battery","Battery backup is not good,Power saving mode is also not good,There is no ultra power saving mode.",26 March 2022
2932,5,Good product,"The media could not be loaded.
                



 Nice",10 June 2022
2933,3,Battery life not good,Battery life not good place replies my hand set,13 April 2022
2934,3,जाबायदि मिजिं लानानै बायदोंमोन बेबादि facilities मोननो हायाखै आं।,,24 April 2022
2935,3,Vibrator stopped working,Phone vibrator stopped working within 1 month....Now i have to go to service centre and they open my new phone....what is this?,22 March 2022
2936,5,Awesome product for this range,The media could not be loaded.,13 June 2022
2937,5,Nice value for money,Nice camera battery life very good an super fast charging,01 May 2022
2938,5,Amazing,Simply amazing .. battery backup excellent.. fast charging too good and camera was nice .. over All very good .. thank you,11 April 2022
2939,5,So stylish phone!,The blue colour model is amazing with that slope around the camera bump. Photos are good. Display is nice. Charging speed is amazing.,08 April 2022
2940,3,Not satisfied,Camera quality downgraded and the display is not upto the standards of AMOLED. Performance is good as always in oneplus.,29 March 2022
2941,5,Very nice ❤️❤️,Very nice ❤️❤️,07 May 2022
2942,5,Good product 👍,Super,16 May 2022
2943,5,OnePlus rocks,As usual OnePlus gives excellent product loved itBattery is good and is also goodShould buy,14 April 2022
2944,5,Good quality product,Very nice phone,10 May 2022
2945,5,"trust this retailer, safe delivery and product safety was good.","this retailer can and should be trusted, not a scam. delivery was on time and product was genuine and delivered safely. everything's fine. 👍🏼",06 April 2022
2946,5,Good smartphone,Overall value for money smartphone if ur able to buy it under 20k using exchange offer and all.,15 April 2022
2947,5,Blinking and flickering screen,4 days  i used this phone is blinking screen and flickering,22 April 2022
2948,3,Bought10 fones from Flipkart allgood nd I bought one from Amazon it's display is bleeding,Display started bleeding the very next day. Local phone. Flipkart phones are better than amazon,06 April 2022
2949,5,Scheme,"Dear Team Members ,Bring to notice & thatThis product will be cover  under 3 month instalment without interest under Icici bank but here shown full amount under credit card statement . kindly check and reward back for the same .",05 March 2022
2950,5,Awesome phone,Great bettery life,06 May 2022
2951,3,worst camera in this segment,"overall good, but the camera doesn't fit with one plus name",10 April 2022
2952,3,Worst camera,Don't buy for camera...worst exp😓,20 April 2022
2953,3,One plus नाम बड़ा दर्शन खोटे।,One plus नाम बड़ा दर्शन खोटे। इससे बेहतर  MI 11 LITE  खरीद लेता,06 April 2022
2954,5,Good,Good,09 May 2022
2955,5,I GOT AT 13800,I EXCHANGE MY OLD PHONE (POCO M2 PRO) AT THE EXCHANGE PRICE OF 10200AMAZING VALUEPRODUCT PROS:CAMERA IS GREATSMOOTH DISPLAYFAST UIPRODUCT CONS:BATTERY IS BELOW AVERAGEVIDEO RECORDER  NOT GOOD,14 March 2022
2956,3,Premium OnePlus feel but average camera,"Camera quality not that good, better cameras are there in this price range. Overall OnePlus satisfaction is there phone feels premium in hand.",15 March 2022
2957,3,Not up to the mark,Canara is not good,22 April 2022
2958,5,Awesome 😎,Just go for it good product 🙂,01 May 2022
2959,5,Amazing phone in this range.,"The phone's display and touch is amazing.Camera quality is not upto the mark, specially front camera.Otherwise phone is ok.",10 April 2022
2960,2,Battery capacity is very poor,The phone is nice but the battery capacity is very poor and it's very disappointed to see the battery performance.,09 July 2022
2961,3,Average phone from Oneplus,Camera: averageUI - Average,18 April 2022
2962,5,Good At Price Point,My only concern with this beautiful phone is plastic frame & plastic back.. it must be aluminium frame with glaas back.. otherwise phone is super smooth nd best in class in performance,21 March 2022
2963,5,Awesome,Awesome phone,08 May 2022
2964,5,Pefect phone at mid range.,"Phone is worth the price.. Camera is good, processor is nice all good its just the battery dies every fast.",11 April 2022
2965,5,Nice phone,"Processes is good, camer is good in outside light, in door condition it can be little better.UI is very good, no pre installed app..Just love it, OnePlus brand",28 March 2022
2966,5,Mast,Thik hai,07 May 2022
2967,3,"Average phone, has got microphone problems.","Average phone, has got microphone Problems. Microphone doesn't work properly during phone calls other person can't hear you. Happens with each and every phone call even if network is verygood.",27 February 2022
2968,5,Superb 👌,I wrote review after using one week. Battery capacity little bit trouble. Other features are excellent. Camera quality also good.,11 April 2022
2969,5,Battery life very good,Very good mobile in this price,30 April 2022
2970,3,Not up to the mark,Battery life is very bad,20 April 2022
2971,3,This phone gets hit very quickly and what happens after that its battery drains very quickly.,This phone gets hit very quickly and what happens after that its battery drains very quickly.,29 March 2022
2972,5,Very fast and beautiful,Almost powerful phone but normally worm ho raha haiGood charging speed,22 April 2022
2973,2,Poor quality camera,Camera is not upto mark . Call recording not ok.,28 July 2022
2974,3,No 1 sim card me network nhi rh rha hai,Good,21 April 2022
2975,3,Good phone,Good phone,20 April 2022
2976,3,Not recommended in this price range..,"Not value for money in any aspect, just get a brand name. Not happy with the using experience...",30 March 2022
2977,3,I Most Like this Phone,Awesome Phone,20 April 2022
2978,3,Heating issue,Phone is fast and performance is good but phone getting heated too much for which unable to attend calls directly so using alternate blutooth,13 March 2022
2979,5,Best Phone in Segment,Please ignore all negative comments about this phone. And feel the experience with your own. The best mobile in its segment. From a premium brand like OnePlus. Just go for it.,21 March 2022
2980,5,Phone is good battery drained,Camera  quality  average,03 May 2022
2981,5,Nice Look,Beautiful Looks and Very Comfortable to carry it,28 April 2022
2982,5,Amazing mobile,We need a display resolution upto 2160 pixel,28 April 2022
2983,5,Super,Super,08 May 2022
2984,5,Light weight phone,"Just bought it and it is fast, easy to use and light weight.",19 April 2022
2985,5,WhatsApp images unable to download,"Nice camera, battery is very good, fast charger, features are okay. I just faced issue with WhatsApp media download..",09 April 2022
2986,1,THERE IS NO SUPER CHARGING. IT CHARGES AT A SNAILS SPEED. DONT BUY ONE PLUS,"I bought ONE PLUS NORD 5G a month ago and I found that the charger shipped along with the product is super slow It takes around 4-5 hours to charge 100%. If your priority is charging time, stay away from this product. I have given a single star, as thats the minimum rating, I wish if there would have something lesser. Overall, I regret to buy this product as there are too many things that dont work upto my expectations, I am stuck with it for a few years now, but I am not making a mistake again to buy this pathetic mobile.",27 August 2022
2987,3,Phones lags sometimes,Pros: good build qualityCons: camera qualityPhone lags sometimes,08 April 2022
2988,5,Mobile is very good.,"Mobile camera quality is good,",01 May 2022
2989,5,In love with the zenmode,"The media could not be loaded.
                



 Not just a phone, its a buddy. One plus kudos, great inhand feel.Good music. Felt ease of use. I use iphone and samsung note 8. This one is another level. Great as first inhand device.Good job one plus",19 March 2022
2990,5,"For non gamers, good camera, the best performance",Sirf negative news fela rkhi hai is phone ke baare me...it is a good phone but yes it is for non gamers,07 April 2022
2991,1,"Worst camera & battery backup, malfunction in YouTube",Worst camera both front and back.. would not recommend for selfi lovers. Battery backup is also very low it's drain very quickly. YouTube videos get stuck everytime you have to forward it or replay it. I had made a mistake but would suggest you to buy better phone. In 2-3 months only phone vibration stopped working,07 September 2022
2992,5,👌,👌,07 May 2022
2993,3,Sad news is that's on Android 11,Android 12 diya hota to aur better hota..long term benefits hota customer ko...bcoz another brand giving Android 12 with 3 year update promise in same prise point of view,28 February 2022
2994,5,Best model,I like it mobile,02 May 2022
2995,3,Mobile is good but price is high,All good,19 April 2022
2996,5,Worth for money,"Over all the phone is good. I used more than a week, till no issues.  Worth to buy a good product.Only one thing is missing Earphone, if earphone one plus  is affordable it’s very nice.",10 March 2022
2997,5,Ultimate phone,Battery charging or backup is so great ☺️. Camera also fabulous but UI is need lot of improvements. All good is when UI update then phone going more smooth. Zen mode also good for relaxation.,10 March 2022
2998,5,It's a owsome phone in this price range,"Good battery backup, Camera picture quality is also good in day light as well as in night . Display and touch response also good. Must buy if your budget is in this price range... Camera and phone look 10/10..",05 March 2022
2999,5,The phone is very smooth in functioning,Very smooth functioning and Jack of all trades,25 April 2022
3000,3,Don't consider if u you really want a good camera phone for this price,"Good screen, decent battery life.. Smooth.. But when comes to camera department, this device is bad.. Not upto level",21 March 2022
3001,3,Good mobile Normal Users,,21 April 2022
3002,2,Getting Hang and heating of phone during call,I have purchase 0ne plus Nord CE 2 5G.The phone is getting heat up and hanging of phone during call receive.,07 July 2022
3003,3,Charging only offday camera not good,Charging first next not good camera options only 5./3 ***,11 April 2022
3004,5,One plus mobile is very nice i am fully satisfied with battery life,,05 May 2022
3005,5,On overall good phone,Overall performance is awesome,30 April 2022
3006,3,Within 15 days got colour spots on my screen,After usage of 15 days got colour spots on my screen,07 April 2022
3007,3,Worth a buy,"Though a little expensive, but worth for those passion ate about this brand",06 April 2022
3008,3,not so good,battery power not good ovreall good,18 April 2022
3009,5,Very good,,05 May 2022
3010,5,Amazing phone,"The phone is really good. Gets charged very fast, battery lasts long and th camera quality is also just great. Good storage and ofcourse, easy to use. Loved it",21 March 2022
3011,2,Not worth for the Cost,Mobile performance is not worth for Price,02 August 2022
3012,2,Poor Audio & Video output,"CONS:Poor Audio, without earphone/ or with with ear phone both the sound output produce cheap sound.Photos like Instagram having whitening, not produce true colour.Videos in Youtube & Amazon prime have color balancing missing. it produce poor colour.PROS:Good Network and Call reception.",10 June 2022
3013,3,Everything is good but camera quality not up to mark,Not good on camera,19 April 2022
3014,5,🥰😍,The media could not be loaded.,07 June 2022
3015,5,Best phone at least price,Phone working is good. Speed & display is also good. Price is also good range & can go for it at this price.,05 April 2022
3016,5,Good phone,Good phone in this price,01 May 2022
3017,5,Bahut bahut badhai hai,Battery thodi kam amej ki hai Bus aor sab theek hai,22 April 2022
3018,5,Call recording setting waste,Average phone but costly,03 May 2022
3019,5,It's a master piece item.No lag.Excellent battery performance (not gamer).Very good display,,10 May 2022
3020,5,Good Device,Definitely there are better devices in terms of hardware at this price point but OnePlus Nord CE 2 5G is worth considering. Good overall experience. Oxygen OS is definitely the best. Screen is awesome. Camera is okay. Battery is so so. Doesn't disappoint OnePlus fans.,27 February 2022
3021,5,Budget Phone,"Excellent camera,",04 May 2022
3022,5,Good,Good,06 May 2022
3023,3,The product is not up to the mark as per the rates,The product is not up to the mark as per the rates,04 April 2022
3024,3,Nice product,Nice product but price should be less for this product.,05 April 2022
3025,5,The phone is excellent,The back cover provided gets dirty soon.,26 April 2022
3026,5,Good,Good,05 May 2022
3027,5,Nice phone,Awesome every thing Bad thingsIf bone is also made up steel then its too good but in price it come its too good,28 March 2022
3028,2,Mobile is  hang,"The media could not be loaded.
                



 device hang",28 August 2022
3029,3,Decent phone with not so much features..,If u r looking fr a good camera phone .. than it is nt the right choice .. other features are good an look is fabulous.,26 February 2022
3030,3,Battery issue,This phone heating while use and also while charging.,06 April 2022
3031,5,The Best,Phone design is quite good.I bought Bahamas Blue variant which I feel very attractive.Display is very smooth as it supports 90 Hz Screen refresh rate.In Display colours are vibrant.The best one in this price range,02 March 2022
3032,5,all over good product. battery backup very low.,"The media could not be loaded.
                



 all over good product. very nice camera.beautiful picture quality.",18 May 2022
3033,5,Nice,It seems nice.,01 May 2022
3034,2,Buy only if you want One plus brand,Not worth the price. Much better phones in this range. Everything about this phone is average. Oxygen OS is not fully optimised. No Android 12 update yet. Camera is just par. The only good thing about this phone is display. Feels more like Oppo phone.,06 June 2022
3035,5,Nic phone,All is good,30 April 2022
3036,3,Not as per the expectation,Ringtone Volume is too low,14 April 2022
3037,4,Nord ce2,Built quality is goodCamera is okSound quality good but could have been better.Overall performance is good .,08 September 2022
3038,5,Budget One plus phone,Phone looks very attractive in Bahamas blue colour.Rear Camera quality  9/10Front Camera Quality 8/10Handling 10/10Charging is very fastFingerprint Sensor is fastPhone is Manufactured by OppoOverall phone is very good at this price Range.,27 February 2022
3039,3,Not satisfied,Not clear working ringtone,15 April 2022
3040,5,Camera is awesome,Battery pickup is very less otherwisePhone is awesome light weight phone easy to use,14 April 2022
3041,5,The Overall Phone Is Good,"The media could not be loaded.
                



 The Overall Phone Is Good But Camera Has Needs To Improve But Camera Ok In This Price Range Overall Phone Is Best Everything Thing In This Phone Is Perfect",05 April 2022
3042,5,Wonderful smartphone,Fully satisfied with this smartphone,26 April 2022
3043,5,Battery,i like the processor which is very fast. i dislike camera which is not clear and battery may not be stand for more than 24hrs.,29 March 2022
3044,5,Best in class,One of the best,30 April 2022
3045,5,Fantastic performance,Ok,03 May 2022
3046,5,Awesome Experience,Best mobile Phone in this price segment,23 April 2022
3047,5,Worthy Buying...,Superb interface and amazing camera specially front but if u do multitasking then battery backup very poor though u can charge fully very quick coz u hv 65W mega vocc charger which can charge u very fast... Others features gr8.....!!,27 February 2022
3048,5,1 No mobile hai bhai tu bindas le ( Very light weight),I like overall features,27 April 2022
3049,3,When u use the mobile for long period it will be heated,Phone hitting,18 April 2022
3050,5,Wow so nice,"Very excellent mobile,and very fast processing",25 April 2022
3051,5,battery is draining fast,every thing is grrat bt battery is draining fast and some apps are not working fine like in messenger chat heads doesn't open and near by share not working,21 March 2022
3052,5,Good petformance as expected,"Phone is very nice.good batery life,good speed,no heating problem.i feel sound is little bit low.but overall performance is very good.Phone is very speed.",30 March 2022
3053,3,Camera quality very poor,"The media could not be loaded.
                



 Camera quality not good",11 April 2022
3054,3,Don't buy there are other options in market if you are not one plus lover,Camer could be better processor would be more optimization for better performance,25 March 2022
3055,5,Superb OnePlus,Superb OnePlus nord ce2Maja aa gaya tq OnePlus,19 April 2022
3056,3,Camera quality is very poor.,"Camera quality is very poor. In none of angle it looks 64 MP lol, better to purchase oppo",14 March 2022
3057,3,Camera quality is not that much good as we expect from OnePlus.,,15 April 2022
3058,3,Camera is worthless 😓😓,Processor to kaafi acha hai but camera worthless hai,08 April 2022
3059,2,Not worth it,It can be better. Will recommend to those only who wants oneplus phone otherwise go to realme,14 July 2022
3060,5,Excellent phone at this price,This is very good phone in this price .,19 April 2022
3061,5,Best ever product on Amazon ever...,Very niche product full charge within 15 minutes nice look a heavy nice camera of 64 mp with super night video best product ever on Amazon...,24 March 2022
3062,5,Fantastic,"The phone is too good. Camera is of good quality. Design is awesome, the only problem is of the case it turned yellow in about 6 days. They could have provided a good quality case for the phone.",04 March 2022
3063,5,It's phone very nice very nice camera,Nice product,01 May 2022
3064,5,#Superb_One+,"Best phone in this range, superb part is charging so fast 30 to 100% within 20 minutes. I loved it 🤩. No heating issue, camera open and flashlight gesture are awesome. Go for it.",06 March 2022
3065,5,Very good product,,01 May 2022
3066,3,Ok ok phone heating pbm,Phone is not upto the mark not worth of 25k .phone start heating at the time of charging.,19 March 2022
3067,3,Better Not to Buy in this price,Over all phone is decent in performanceCamera quality poorBatry life ok okScreen size and feel Good,12 March 2022
3068,5,Go for it 😁,It's a good phone who want to switch from MI,17 April 2022
3069,5,Best at this price,According to price this phone is perfect..For daily normal use this phone is perfect..Worth of money…,05 April 2022
3070,5,Value for money phone with premium look,"I purchased before 2 day's, this phone is as per my expectations like classy look, processor is fast, battery backup is ok not upto the mark and camera quality is good...rest I will tell later after using one month.Value for money phone",27 February 2022
3071,5,"Picture quality is not good ,but phone vis very good","Mobile phone is very good,camera quiltey is pour.",22 April 2022
3072,1,"Heating too much after 30min use, awful","1st day =>>Its heating too much. After normal use. Just setting up new mobile with email, finger print etc. Horrible quality.After 2 days =>> heating issue, hangs, battery drains faster, finger print is not prompt, no premium feel, user interface is not user friendly, very basic functions, Simple user friendly functions are not provided",08 September 2022
3073,5,Best phone under 25k,Best phone under 25kNice battery lifeFront cam Avarage performanceBack cam ok..Performance super ..Must buy in under 25k,31 March 2022
3074,5,One Plus budget deal.,Perfect respect to the price.,27 April 2022
3075,5,Another good product from oneplus,Awesome,02 May 2022
3076,5,Best phone under 25k,Best Mobile so far I used,24 April 2022
3077,4,hink before you buy!!!!,,08 September 2022
3078,5,Good Phone,It's a good Phone which gets all tasks done.almost clean stock Android experience. Good camera . Fast processor. Good Battery life. Super fast for daily tasks.,24 March 2022
3079,5,Poor service by Amazon,Overall very nice phoneDelevery service very very poor by Amazon,18 April 2022
3080,5,Camera is good,Good looking mobile,28 April 2022
3081,5,Best in the segment 👍,"Best camera selfie&back both, fast processing on gamings, displaytouch is ausum. Battery 🔋 remains for 2 days in 1full charge. Best launch from OnePlus team",25 March 2022
3082,3,Gud value of money,Back camera very nice like apple but front not so gud and slow then Vivo v 20 I have,07 March 2022
3083,5,Gud mobile,,30 April 2022
3084,3,Okay okay quality,Average product quality,14 April 2022
3085,5,Excellent device,Excellent phone but it's not with clean Oxygen OS and stii I don't know how many 5G bands it has n biggest issue is that Google dialer.,21 March 2022
3086,5,Killer mobile just go for it.,"The best one plus mobile at this range. It has many features as 65 watt charge,4500mah battery,Amoled l,indisplay fingerprint,7.33mm slim body, lightweight,only alert slider and stereo speakers are not given but no problem it's great mobile.just go for it.",27 February 2022
3087,5,Some better,Battery dislike,30 April 2022
3088,2,Phone's Touch sensor stopped working within 2months of buying,Never dropped the phone once in the 2 months of owning it and the sensor suddenly stops working.,09 July 2022
3089,2,Fake information is the model,Finger print very slow and battery life is very very poor quality and camera is not good and very high heating problem this mobile,29 June 2022
3090,2,below average mobile not worth the money,too many bugs and 5g network is the worst call drops network issue every where ... color os is worst,03 July 2022
3091,5,Nice phone in this price,,30 April 2022
3092,2,dissatisfied with the camera,Very Disappointed with the cameraWorst experience. Don't buy if you are looking for a mobile with a good camera,04 July 2022
3093,5,Beyond_Expectation,Performance: 9/10Camera: 8/10Battery: 8/10 will last for a day if you are heavy user. In power saving mode battery performance good last for 72 hrLookwise :- 10/10 Premium look as compared to other in same range,26 February 2022
3094,5,Bole to osmmmmmmm,"The media could not be loaded.
                



 Totally understanding 🙂🙂",31 May 2022
3095,5,Awesome....,,30 April 2022
3096,5,Perfect 🥰,Too good,30 April 2022
3097,3,Average phone,Battery is pretty average and camera is not that good. Overall average phone under this range,19 March 2022
3098,5,Nice mobile decent camera good quality.,"The media could not be loaded.
                



 Design is very very beautiful and light weight.battery is decent.rear camera quality is 10/10 .front is blurrey in direct light but in simple light it is clear like iphone.i love it",29 March 2022
3099,5,Best phone in Best price,1+ is love best phone in low price,19 April 2022
3100,5,Awesome Phone,One plus Nord ce 2 is so good!!! The screen touch is like an IOS phone and the photos are having amazing quality and clarity! Must buy and I am an One plus user forever!! Go for it guys.,26 February 2022
3101,5,Really I liked the phone,Really liked the phone,26 April 2022
3102,3,God,Nice,18 April 2022
3103,3,Good phone but amount is higher not option,Price Rises not comfortable,12 April 2022
3104,5,The budget phone buy Oneplus,This phone is seriously a budget under this price by one plus brand,11 April 2022
3105,5,Worth it !!,My major upgrade from oppo neo7 (using it since 7 years) to this beast under 25k ...I loved it.. sharing some photos I took at night ...also one in  a complete dark room (see the difference in pic and screenshot),27 February 2022
3106,5,4.5 out of 5.,"Good phone from one plus. Lite phone, easy to handle. Superb touch and scroll experience. Battery back up is satisfactory. Camera picture quality is ok, could have been better. Charging is really fast.",08 March 2022
3107,5,Very nice mobile phone,Very nice mobile phone,26 April 2022
3108,5,Photo Bad signals very bad,One plus bad signals,26 April 2022
3109,5,Full charging takes only half an hour,Great mobile.. Purchase without any hesitation,22 April 2022
3110,5,it's Great to use. Esply Camera and Battery Superb👌👌,,29 April 2022
3111,3,Camera is look like under 15000.,15000rs segment mobile,15 April 2022
3112,2,Worth less,Heat dissipation more,29 July 2022
3113,2,Poor camera,Phone is good.Camera is quality is very poor in night...Not recommended..,17 July 2022
3114,5,Worth it for money,Very good mobile 👍Buy without doubt,20 April 2022
3115,3,Average.,Battery life not upto the mark.,13 April 2022
3116,5,Good,Minimum camera,29 April 2022
3117,5,NYC,"The media could not be loaded.
                



 Fantastic locking",30 May 2022
3118,5,Good,Very good,30 April 2022
3119,3,Hit hota h,Garm hota h,13 April 2022
3120,5,Good camera quality ☺️,Good experience 😊😊😊😊😊,27 April 2022
3121,3,Average Camera quality and Phone gets heating fastly,Camera quality is not very good and Abnormal Battery heating is taking place,21 March 2022
3122,3,Disappointed with the camera quality,Battery backup is good. Performance is good. But disappointed with camera. Camera quality is poor.,19 March 2022
3123,3,Battery backup not good.... cameras are not up to the mark,"Liked by its design, smooth UI, cameras not upto the mark battery draining so soon.,... utterly disappointed",17 March 2022
3124,3,One Plus ➕ or One Minus ➖ ???,Not upto the mark 🍂,11 April 2022
3125,5,Nice,"The media could not be loaded.
                



 Excellent",06 June 2022
3126,5,All in all best,The Best 👌 product.,25 April 2022
3127,5,"Ovaral good , mobile looking super yours shakeel","The media could not be loaded.
                



 Over accepted not good, mobile price High",17 May 2022
3128,5,Good phone in this Price,Good Phone in This Price,23 April 2022
3129,5,No,Very good,29 April 2022
3130,5,🤬🤬🤬,"The media could not be loaded.
                



 Battery camera sub super quality sabse upar hai lekin inki packing sabse ghatiya hai",03 May 2022
3131,3,It's not a buy worth of the cost,It's not a buy worth of the cost,04 April 2022
3132,5,Nice product,,28 April 2022
